node_id,count,A,r,cL,word,R4,R4_decimal,in_range,impossible,mod_4A
100,0,95,18677439,6887267574626284938125569293889,1.1.1.1.1.2.2.2.1.1.1.1.2.1.4.1.1.1.1.1.3.2.1.2.1.1.1.1.1.1.1.4.1.1.2.1.1.2.1.2.2.1.2.2.1.3.1.1.1.1.1.1.1.1.1.1.1.5.3.3.1.2.1.1,1960037124983433393921401208034422276798451348799963163475333838670147928108391140351379120041584331483878543654591,1960037124983433393921401208034422276798451348799963163475333838670147928108391140351379120041584331483878543654591,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
101,0,95,14266687,4616173066473343401939201215425,1.1.1.1.1.3.1.1.1.1.1.2.1.1.2.2.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.2.2.1.1.1.2.5.1.2.1.1.4.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.3.2.2.1.3.7,543002149817814670641889516040086739289122930429342552122983078066936352067977759489000044834831421096127668793663,543002149817814670641889516040086739289122930429342552122983078066936352067977759489000044834831421096127668793663,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
102,0,95,16238655,6463617124001245163953570428097,1.1.1.1.1.4.1.1.1.1.2.1.1.1.2.1.1.1.1.2.1.1.3.1.1.1.1.1.1.1.1.1.2.1.2.1.2.1.1.2.1.1.2.5.5.1.1.1.1.2.2.2.1.2.1.4.1.2.1.1.3.1.1.1,1548314217558877739698194619405988474035536233787837550850355359107950254341722549705491882766831204279440377366591,1548314217558877739698194619405988474035536233787837550850355359107950254341722549705491882766831204279440377366591,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
103,0,95,19496687,10305720112966357221974132788753,1.1.1.2.1.1.1.3.2.1.1.4.1.1.1.1.1.1.1.1.3.3.1.2.1.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.2.3.1.1.2.3.2.1.1.1.1.1.2.1.1.1.1.4.1.3.4.1.2.1,2373298128139468855969413696843748245008776539315510959681035978023566780250221037940153779882054214075451265613551,2373298128139468855969413696843748245008776539315510959681035978023566780250221037940153779882054214075451265613551,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
104,0,95,11991151,8952691362813794598054377886865,1.1.1.2.1.2.1.1.3.3.1.1.1.1.1.1.1.1.1.2.1.1.2.1.2.2.1.2.2.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.2.1.2.3.1.1.1.1.4.7.1.6.1,1086406415818240360817032345399249165719293645921152377311296464745711198338234059426506670339658474643963476637807,1086406415818240360817032345399249165719293645921152377311296464745711198338234059426506670339658474643963476637807,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
105,0,95,10088015,17988631235294318182896774659761,1.1.1.3.3.1.2.1.1.1.2.1.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1.2.2.2.1.1.1.1.2.3.5.3.1,2283458098719895093484654140193606523474612729310777808283993206173521779269750730672709972248026104823416379534927,2283458098719895093484654140193606523474612729310777808283993206173521779269750730672709972248026104823416379534927,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
106,0,95,12676967,4911260882042448590092993660313,1.1.2.1.1.1.1.1.1.1.1.1.2.2.1.1.1.1.1.1.2.2.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.4.1.1.1.2.1.2.4.1.2.1.4.1.3.1.5.1.2.4.1.1.2.1.1.1.1.2,1956261578155431967704476347924489581719524574384111442545333637561582497963549240356100187557756152696464287559527,1956261578155431967704476347924489581719524574384111442545333637561582497963549240356100187557756152696464287559527,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
107,0,95,9647847,8356611146753761541969335696921,1.1.2.1.1.2.1.2.1.1.2.2.1.3.1.1.1.2.1.2.1.1.1.1.1.1.1.2.3.1.1.1.1.1.1.1.3.1.1.2.1.1.1.1.2.1.1.1.1.4.1.4.1.2.3.1.2.1.5.1.2.1.1.1,1511887635811590478182933357337992236331745230555665028935973310103471361493378679503712663970970517810393648412391,1511887635811590478182933357337992236331745230555665028935973310103471361493378679503712663970970517810393648412391,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
108,0,95,15132023,25285911983423787116414623432585,1.1.3.3.1.2.1.1.1.2.1.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1.2.2.2.1.1.1.1.2.3.5.3.1.1,962561760805187689459541204031433922394435389562076295679221471494925058186050432795673317441731929684710319908215,962561760805187689459541204031433922394435389562076295679221471494925058186050432795673317441731929684710319908215,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
109,0,95,6843131,7683426242367287064393738765829,1.2.1.2.1.1.2.1.1.1.1.1.1.2.1.2.1.1.2.1.2.2.1.2.2.1.1.2.1.2.1.1.1.1.1.1.2.1.1.1.2.1.1.2.2.2.1.1.1.2.1.1.1.2.1.1.1.2.3.1.3.4.5.1,500654980678400019704505915555173001348966047577669973651014326752086356687801245553256313285405786725752108509947,500654980678400019704505915555173001348966047577669973651014326752086356687801245553256313285405786725752108509947,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
110,0,95,19530939,9854895428496144782457115110469,1.2.1.3.1.1.1.1.1.1.1.2.1.2.1.2.1.1.1.2.1.1.1.2.2.1.2.2.1.1.1.1.2.1.1.2.1.1.2.2.1.1.4.1.1.1.1.2.1.1.1.2.1.1.2.1.1.2.3.1.1.1.6.3,902593413715285419927683786582785617486498457090480124828074151700868632539189851578338184667043973682002320295099,902593413715285419927683786582785617486498457090480124828074151700868632539189851578338184667043973682002320295099,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
111,0,95,12402347,50656658136172751253135378645589,1.2.2.2.2.1.1.1.1.1.3.1.1.1.1.3.2.2.3.1.3.1.1.1.2.1.1.1.1.1.3.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1,1408282449526292094153336218417136108288461462875299347071374537427380461115496406410932811505216147054210301378219,1408282449526292094153336218417136108288461462875299347071374537427380461115496406410932811505216147054210301378219,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
112,0,95,18432299,23309549037384753656064703987669,1.2.2.3.1.1.1.1.2.1.2.1.2.1.1.2.2.1.1.2.1.2.1.2.1.1.2.3.1.1.1.1.1.1.1.1.1.2.1.2.1.1.1.3.1.1.1.2.1.1.1.1.1.2.2.1.2.1.1.7.1.1.3.1,1532275462576013841066766980636969739614245272471664408243309070088361521652347380934065747358361517945750346613035,1532275462576013841066766980636969739614245272471664408243309070088361521652347380934065747358361517945750346613035,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
113,0,95,7987881,6055938790777713729226724694103,2.1.1.1.1.1.1.1.1.2.1.1.1.1.1.2.1.1.3.1.1.1.1.2.1.2.2.3.2.2.1.1.1.1.2.1.1.1.1.1.1.1.1.1.2.1.1.2.1.3.1.1.2.1.1.2.3.2.2.3.1.5.3.1,1897587706089954101901751118825010657220038620941347370614561419358649386918461727583540651610917264440850313241257,1897587706089954101901751118825010657220038620941347370614561419358649386918461727583540651610917264440850313241257,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
114,0,95,5164713,7331888142068762728991757986903,2.1.1.1.1.1.1.1.2.3.1.1.1.3.1.1.1.1.2.1.1.1.1.1.1.1.1.3.1.2.1.1.1.1.1.2.1.1.1.1.2.2.1.1.2.1.1.1.3.2.1.1.1.1.1.1.3.4.1.6.2.1.3.2,2347892204167951817911136040737580506446536241646339303361625297046993263190936053060232828206861124811392673566377,2347892204167951817911136040737580506446536241646339303361625297046993263190936053060232828206861124811392673566377,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
115,0,95,9379753,9456373748313633182352337476439,2.1.1.1.1.1.2.1.4.1.1.1.1.1.3.1.1.1.1.1.1.1.1.2.2.1.1.1.1.1.1.2.2.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.4.1.1.1.2.1.2.4.1.2.1.4.1.3.1.5,2238171577487248326112751188702677699852496487979746527852405013018641999380091918157570622634781887532047973425065,2238171577487248326112751188702677699852496487979746527852405013018641999380091918157570622634781887532047973425065,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
116,0,95,4723849,7292120561073401087086385219191,2.1.1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2.1.1.3,701395685056976759371273211781190195567977401279610644039655217762385848048793581731805613086829291956704184374409,701395685056976759371273211781190195567977401279610644039655217762385848048793581731805613086829291956704184374409,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
117,0,95,18701961,12952873022343704080602377059447,2.1.1.2.1.1.2.1.2.2.2.1.1.1.1.1.1.1.2.1.1.2.3.1.2.3.1.2.1.2.1.1.1.1.1.1.1.2.4.1.2.1.1.1.1.2.1.1.2.2.1.1.1.1.1.1.1.1.2.1.1.3.4.3,1021065766626206875997392441692202737247951124569996220797473013736369108477079644680284160690015705523897432366729,1021065766626206875997392441692202737247951124569996220797473013736369108477079644680284160690015705523897432366729,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
118,0,95,18363425,22586834585526593456561235783391,2.2.1.3.1.1.1.1.1.1.2.3.1.1.1.3.1.1.1.1.2.1.1.1.1.1.1.1.1.3.1.2.1.1.1.1.1.2.1.1.1.1.2.2.1.1.2.1.1.1.3.2.1.1.1.1.1.1.3.4.1.6.2.1,147385915755244400340300265887323881887497966137557745506836785852715272056165962716251855708868916111119297819681,147385915755244400340300265887323881887497966137557745506836785852715272056165962716251855708868916111119297819681,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
119,0,95,19315197,11517226690797985606993512201475,3.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.2.4.2.1.1.2.1.1.2.1.3.2.1.1.1.2.1.2.1.1.1.1.4.1.4.2.4.2.2.1.2.1.1.2.1,1642982923057444980802573766566266313745939812808667304705480313413987049210947298739227928878501128981869897366013,1642982923057444980802573766566266313745939812808667304705480313413987049210947298739227928878501128981869897366013,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
120,0,96,15134719,4216219818946679952629805075713,1.1.1.1.1.1.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.6.1.1.2.1.1.1.1.2.2.1.3.1.5.2.1.1.1.2.2.3.2.2.1.2.2.6.1.1.1.1.2.1.1,18719164252479155524272781713684543269614325328875884539317803680601995973096748930172463160407403071741447234842623,18719164252479155524272781713684543269614325328875884539317803680601995973096748930172463160407403071741447234842623,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
121,0,96,19685535,9870075540467993136870144621665,1.1.1.1.2.1.1.1.1.3.3.1.3.1.1.1.1.2.1.1.2.1.1.1.1.2.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.3.1.3.6.1.1.2.2.6.2.2.2.1.2.1.1.1.1.2.1.1.1,16316403600570727021645121969327970668758397652391305265149534028611692417515111455818752373883212722022755603341471,16316403600570727021645121969327970668758397652391305265149534028611692417515111455818752373883212722022755603341471,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
122,0,96,10700015,4330454275242418714818056177681,1.1.1.2.1.1.1.1.1.1.2.1.1.2.2.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.2.2.1.1.1.2.5.1.2.1.1.4.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.3.2.2.1.3.7.3,28179273909037509636887834730256232033884324768514271609595868620596288071497978242401800913746659689651191947674863,28179273909037509636887834730256232033884324768514271609595868620596288071497978242401800913746659689651191947674863,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
123,0,96,8306799,5738314643591584554506907372689,1.1.1.2.1.2.1.1.1.1.1.1.1.1.2.4.1.1.1.3.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.4.1.1.5.1.1.1.1.7.2.2.2.1.1.2.1.3.1.1.3.1.1.3.1.1,29401426581108951222108562301306617001750226337973068619298515242501731899166000226929850422918258583146388690747503,29401426581108951222108562301306617001750226337973068619298515242501731899166000226929850422918258583146388690747503,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
124,0,96,14911183,6559196860425666865947091379761,1.1.1.3.1.1.1.1.2.1.1.2.1.1.1.2.1.1.3.1.1.1.1.1.3.2.1.1.2.1.1.1.2.1.1.2.1.2.1.1.1.1.1.2.1.1.1.1.2.1.1.4.1.3.1.3.1.4.4.2.1.2.1.2,8029974662327242015387421158386921847580808945114225268684984006813272095846986110379226109755378679430566677546703,8029974662327242015387421158386921847580808945114225268684984006813272095846986110379226109755378679430566677546703,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
125,0,96,16536463,66371240187294742730096707180913,1.1.1.4.2.2.1.1.1.1.1.3.1.1.1.1.3.2.2.3.1.3.1.1.1.2.1.1.1.1.1.3.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1,13356059095089363519648398837030987262122011061705170379278436089031581058852022880653594404163752373676370680370063,13356059095089363519648398837030987262122011061705170379278436089031581058852022880653594404163752373676370680370063,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
126,0,96,13421671,5996023577809259889439226275993,1.1.2.1.1.1.2.1.1.1.1.2.3.1.1.3.1.1.1.1.1.1.1.1.1.1.1.2.1.1.1.1.5.3.1.1.1.1.1.1.1.1.1.1.2.1.3.1.2.2.4.1.1.1.1.1.1.1.1.2.4.3.4.2,32662283373287766767188358094614409121273492647411554373415496359251890835577348636827818927780832696388134611242087,32662283373287766767188358094614409121273492647411554373415496359251890835577348636827818927780832696388134611242087,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
127,0,96,7904231,28251195144367044413757457160473,1.1.2.1.1.5.1.1.1.1.1.1.2.1.1.1.1.1.1.3.1.3.1.2.3.3.1.1.1.2.4.2.1.1.1.1.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.9.1.2,32884337559046120467987600961200195652999018903669724609247945095896119817312141941514776526715999064889338489248743,32884337559046120467987600961200195652999018903669724609247945095896119817312141941514776526715999064889338489248743,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
128,0,96,11197271,19645569385425347569175942654377,1.1.4.2.1.1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2,6356555612354699865676986301018902772117039974800819301457281640848977658139765779101253601760389647903015935073111,6356555612354699865676986301018902772117039974800819301457281640848977658139765779101253601760389647903015935073111,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
129,0,96,10586907,8314937822560752021297145415141,1.2.1.1.1.1.1.1.2.2.1.4.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.3.1.1.2.2.1.1.1.1.2.1.1.1.1.2.4.3.1.1.1.5.1.3.6.2.1.1.2.1,13596295877316793767310412378509648829009581391338861308419132445947922607100059008172118589332280293072293955996443,13596295877316793767310412378509648829009581391338861308419132445947922607100059008172118589332280293072293955996443,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
130,0,96,18759507,15479063676334753880046825863597,1.3.1.1.1.1.2.1.4.1.1.1.1.1.3.1.1.1.1.1.1.1.1.2.2.1.1.1.1.1.1.2.2.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.4.1.1.1.2.1.2.4.1.2.1.4.1.3.1.5,14522383223387414720413997986372211984803387895856287564084661650810082394780621029506026619472339773213472664207187,14522383223387414720413997986372211984803387895856287564084661650810082394780621029506026619472339773213472664207187,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
131,0,96,9447699,11150557301854289689514921349101,1.3.1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2.1.1.3,6212758170392033058585914800972601991662027968866957507515184776845758813955777051110266636759199312646506252609811,6212758170392033058585914800972601991662027968866957507515184776845758813955777051110266636759199312646506252609811,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
132,0,96,16795907,27791126249248897280231761412093,1.4.2.1.1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2.1,29235836516729289404654999501600161060715429597433952286160069163396327372958253974359013530083042292257837897763075,29235836516729289404654999501600161060715429597433952286160069163396327372958253974359013530083042292257837897763075,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
133,0,96,15024553,7418255659310740547009277786455,2.1.1.1.1.1.3.1.1.1.1.1.1.1.1.2.2.1.1.1.1.1.1.2.2.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.4.1.1.1.2.1.2.4.1.2.1.4.1.3.1.5.1.2.4.1.1.2.1.1,31815408583404379934015131385381970427560481086183391270796350315647909638979509500945182462030807587788777937256873,31815408583404379934015131385381970427560481086183391270796350315647909638979509500945182462030807587788777937256873,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
134,0,96,3827241,6938493446482646642715184026839,2.1.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.1.1.1.4.1.1.1.1.4.3.1.2.1.2.1.2.3.3.1.4.3.1.1,31157101765977730424552090448435199896357883004460923712688379616044746543332842933788379012185407765658068806428201,31157101765977730424552090448435199896357883004460923712688379616044746543332842933788379012185407765658068806428201,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
135,0,96,16418537,16811973765787730672131816387607,2.1.1.1.2.2.2.1.3.1.1.2.1.1.1.2.1.1.2.1.1.1.2.1.1.1.1.2.2.1.1.1.2.1.1.2.1.1.1.1.1.2.1.4.2.1.1.1.1.2.1.1.1.1.2.2.1.2.2.3.1.1.1.7,25527326541952690756563118159100977159386422424683448396506020151368605240194649292446300407863749820938362864436969,25527326541952690756563118159100977159386422424683448396506020151368605240194649292446300407863749820938362864436969,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
136,0,96,4255881,8734819376532194536698869967479,2.1.1.2.1.1.1.2.1.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1.2.2.2.1.1.1.1.2.3.5.3.1.1.3.3,24675505291241346909054256842714251698329326409497445061110515543328922448181726663529533397948586240543321915191433,24675505291241346909054256842714251698329326409497445061110515543328922448181726663529533397948586240543321915191433,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
137,0,96,13824225,14916802433133463920754334167583,2.2.1.1.1.1.1.1.3.2.1.2.1.1.2.2.1.1.2.1.2.1.2.1.1.2.3.1.1.1.1.1.1.1.1.1.2.1.2.1.1.1.3.1.1.1.2.1.1.1.1.1.2.2.1.2.1.1.7.1.1.3.1.3,23280812289804740164096210456221464499702836838666748705670547768651517487599446796047924372540213542870152603955425,23280812289804740164096210456221464499702836838666748705670547768651517487599446796047924372540213542870152603955425,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
138,0,96,16969617,48117193353909213905166620754799,2.3.2.2.1.1.2.1.1.2.1.2.1.1.1.1.1.1.1.1.1.2.1.3.1.1.1.1.1.2.1.1.1.1.1.1.3.1.4.1.2.1.2.1.1.1.1.1.1.1.1.1.1.2.1.1.4.3.1.1.3.2.4.2,9493218416726878163068284772934401402743434992940567061966998905600457250988626938646811104127389346398369497673617,9493218416726878163068284772934401402743434992940567061966998905600457250988626938646811104127389346398369497673617,False,True,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
139,0,97,9896943,6646423823832618554291891702033,1.1.1.2.1.1.3.2.1.1.1.1.1.2.1.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.2.2.1.1.1.2.2.1.2.3.1.1.1.1.1.3.1.2.1.1.3.1.2.1.3.3.2.1.3.1.1.2.1.6,382339086990142699685477944567340773563404371757484260183576369504882975967206473870040669509437012766329942371140591,382339086990142699685477944567340773563404371757484260183576369504882975967206473870040669509437012766329942371140591,False,True,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056
140,0,97,14904175,12104633851472784730939445584273,1.1.1.2.1.3.2.1.2.1.1.3.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.2.2.1.2.2.1.1.1.1.1.1.1.1.1.1.4.3.2.1.1.2.1.1.2.2.2.5.1.2.2.2.3.2.1,236138848767929521702483659955058669212094591252344667599341045005726257581870948660619758761202577161046321833143151,236138848767929521702483659955058669212094591252344667599341045005726257581870948660619758761202577161046321833143151,False,True,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056
141,0,97,19178447,10546813258458053309774160300337,1.1.1.3.1.3.1.1.1.1.2.1.2.1.1.1.1.1.2.1.1.1.1.1.1.2.1.1.1.2.1.1.2.1.2.2.1.2.1.1.1.2.2.2.1.1.2.1.1.2.1.2.4.2.1.1.2.4.1.2.4.1.1.3,257360003723971564988877761828675303951414003489036323080008984118659777659688189694047491250361898535100397409051599,257360003723971564988877761828675303951414003489036323080008984118659777659688189694047491250361898535100397409051599,False,True,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056
142,0,97,15808463,53068706468441576342857065231665,1.1.1.3.1.5.1.1.1.1.1.1.2.1.1.1.1.1.1.3.1.3.1.2.3.3.1.1.1.2.4.2.1.1.1.1.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.9.1.2,550603350608708880488223513006991798090250609580243547481437292428144193516190683708029028863250656474222437193562063,550603350608708880488223513006991798090250609580243547481437292428144193516190683708029028863250656474222437193562063,False,True,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056
143,0,97,16280743,10185213978656713462278944344153,1.1.2.1.2.1.1.2.2.1.3.1.1.1.2.1.2.1.1.1.1.1.1.1.2.3.1.1.1.1.1.1.1.3.1.1.2.1.1.1.1.2.1.1.1.1.4.1.4.1.2.3.1.2.1.5.1.2.1.1.1.3.2.1,450414331525107211103815980194001401135728502740427260268288755122209680511649326308217570679559377987770470945549479,450414331525107211103815980194001401135728502740427260268288755122209680511649326308217570679559377987770470945549479,False,True,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056
144,0,97,16181815,7862145918155535425409110538953,1.1.3.1.1.1.1.2.1.2.1.1.1.1.1.2.1.1.1.1.1.1.2.1.1.1.2.1.1.2.1.2.2.1.2.1.1.1.2.2.2.1.1.2.1.1.2.1.2.4.2.1.1.2.4.1.2.4.1.1.3.2.1.2,106274518840939058171693031028660356545392062123709549114977871130246301019029922457542180496128231118244556012186167,106274518840939058171693031028660356545392062123709549114977871130246301019029922457542180496128231118244556012186167,False,True,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056
145,0,97,7456539,6894325583207040521456559933925,1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.2.4.1.1.2.2.2.3.1.2.4.3.3.1.1.2.1.1.1.1.1.4.1.1.2.2.1.2.4.2.1.2.1.2.1.2.1.1.2.1,288081777843085856809337558580299709919663236270284579794550993973297406403087399023160136655765577781265345551648539,288081777843085856809337558580299709919663236270284579794550993973297406403087399023160136655765577781265345551648539,False,True,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056
146,0,97,18876187,6537982313996746288689384458725,1.2.1.1.1.1.1.1.1.1.1.1.2.3.1.1.2.2.2.1.1.1.1.1.2.1.1.1.2.1.1.2.2.1.1.1.2.1.1.1.1.7.1.2.3.2.2.1.3.1.1.3.2.1.1.1.2.1.1.2.1.3.2.1,31433489769464485932195157371618140787494642230750373511838087174550231093119138287844594180656842164254978871396123,31433489769464485932195157371618140787494642230750373511838087174550231093119138287844594180656842164254978871396123,False,True,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056
147,0,97,13634203,8356650920759594357628320450149,1.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1.2.2.2.1.1.1.1.2.3.5.3.1.1.3.3.1.3.3.1.1.1.1.1,136172055862981005153577013941921307173225606400454845182072234485171587162371378459091379959078368047486572363254427,136172055862981005153577013941921307173225606400454845182072234485171587162371378459091379959078368047486572363254427,False,True,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056
148,0,97,15475179,13788134593353530030269233323797,1.2.2.1.1.1.1.2.1.1.1.2.2.1.1.3.2.1.2.1.4.1.1.1.1.2.1.1.1.2.1.1.2.1.3.1.2.1.2.3.1.2.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.2.6.3.3,541229416344424353761205935733861346389448236492672301943980767177887458010130812254392697604141756696890950428664299,541229416344424353761205935733861346389448236492672301943980767177887458010130812254392697604141756696890950428664299,False,True,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056
149,0,97,8511763,14035954932771876588739890845677,1.3.1.2.1.1.1.2.1.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1.2.2.2.1.1.1.1.2.3.5.3.1.1.3.3,235393267191364044608004143453722065327849433026701531359447302569896344173255398540900357009265642704788429046145299,235393267191364044608004143453722065327849433026701531359447302569896344173255398540900357009265642704788429046145299,False,True,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056
