node_id,count,A,r,cL,word,R4,R4_decimal,in_range,impossible,mod_4A
49,0,91,13585567,7224856673234417910667603169377,1.1.1.1.2.1.1.1.2.1.1.1.5.1.1.3.2.1.1.1.1.1.1.1.1.2.1.1.1.1.4.1.1.1.1.1.1.1.2.4.1.1.2.1.1.1.1.2.1.1.1.1.3.2.3.1.2.1.1.1.1.1.3.1,21999707457272007699078114037470315202530239520737976683943978798686633001717737151707587207016347407668432031,21999707457272007699078114037470315202530239520737976683943978798686633001717737151707587207016347407668432031,False,True,37576681324381331646231689548629392438010920782533117931316655544515344401833735095419183974156299248510959616
50,0,91,19134111,4484162551146795245324516894305,1.1.1.1.2.1.1.2.1.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.1.3.2.3.3.1.3.1.1.1.1.1.1.3.2.1.1.2.1.1.1.1.2.2.1.2.2.1.1.1.2.2.1.2.3.1.2.1.1.1,23915981145936285226012263772737542339909450453227830360843851305156891294633657542519865551387772740033574559,23915981145936285226012263772737542339909450453227830360843851305156891294633657542519865551387772740033574559,False,True,37576681324381331646231689548629392438010920782533117931316655544515344401833735095419183974156299248510959616
51,0,91,8829407,30036374853201116719705201943329,1.1.1.1.3.1.1.1.1.3.2.2.3.1.3.1.1.1.2.1.1.1.1.1.3.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1,2064079162968639735287880006674344045367885757559470251067698749246652744539131717084454606388070247834237407,2064079162968639735287880006674344045367885757559470251067698749246652744539131717084454606388070247834237407,False,True,37576681324381331646231689548629392438010920782533117931316655544515344401833735095419183974156299248510959616
52,0,91,16762079,51369066025273333576151045871649,1.1.1.1.3.2.2.3.1.3.1.1.1.2.1.1.1.1.1.3.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.1,33383609561410959977958416638475001641680614782181457922205284254777533770448351215030909636147926950888850655,33383609561410959977958416638475001641680614782181457922205284254777533770448351215030909636147926950888850655,False,True,37576681324381331646231689548629392438010920782533117931316655544515344401833735095419183974156299248510959616
53,0,91,13244111,43338958309694704217503777494577,1.1.1.3.1.1.1.1.3.2.2.3.1.3.1.1.1.2.1.1.1.1.1.3.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1,21884459406643625426047664784326212287057289027605764342259875896127651317725565123336273896660254996006835919,21884459406643625426047664784326212287057289027605764342259875896127651317725565123336273896660254996006835919,False,True,37576681324381331646231689548629392438010920782533117931316655544515344401833735095419183974156299248510959616
54,0,91,13702759,7085104511110444763716678508185,1.1.2.1.1.1.3.1.2.1.1.1.2.1.2.1.1.1.1.2.1.1.1.1.1.1.3.1.1.1.1.1.2.1.2.1.2.1.2.1.1.1.2.4.3.3.1.1.1.1.1.1.1.1.1.2.4.1.2.1.1.2.1.1,18732298837844812750664711264984303039956179997540953925130902123204504046103584026081675977146329590188283495,18732298837844812750664711264984303039956179997540953925130902123204504046103584026081675977146329590188283495,False,True,37576681324381331646231689548629392438010920782533117931316655544515344401833735095419183974156299248510959616
55,0,91,16220755,18033215552833596180878008465069,1.3.1.1.1.3.2.1.1.2.1.1.1.1.1.1.2.1.2.1.1.2.1.2.2.1.2.2.1.1.2.1.2.1.1.1.1.1.1.2.1.1.1.2.1.1.2.2.2.1.1.1.2.1.1.1.2.1.1.1.2.3.1.3,34662894714671715264372179339790819459823195447928740358480794752970480085638097965060285671385140836661953107,34662894714671715264372179339790819459823195447928740358480794752970480085638097965060285671385140836661953107,False,True,37576681324381331646231689548629392438010920782533117931316655544515344401833735095419183974156299248510959616
56,0,91,6508681,11494531181295981448743244892791,2.1.1.2.1.1.1.2.1.1.2.1.1.1.4.2.1.1.2.1.1.3.1.1.1.1.3.1.1.1.2.1.2.2.1.2.1.1.2.1.1.2.1.2.1.1.1.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.3.3,19826268786372091874354245336607143207981703037755808499586566869944080945531943728654293778208116216682467465,19826268786372091874354245336607143207981703037755808499586566869944080945531943728654293778208116216682467465,False,True,37576681324381331646231689548629392438010920782533117931316655544515344401833735095419183974156299248510959616
57,0,91,19904457,73446578930691314505043804349239,2.1.1.4.1.1.2.1.3.2.2.1.1.1.2.1.3.1.2.1.1.1.2.1.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1,29898894600978348316321570600297070333502793487595222434884020745628686312030346911427775337672569184167376841,29898894600978348316321570600297070333502793487595222434884020745628686312030346911427775337672569184167376841,False,True,37576681324381331646231689548629392438010920782533117931316655544515344401833735095419183974156299248510959616
58,0,91,16220753,24900583193418621150193706643631,2.3.1.1.2.1.2.1.1.2.1.1.1.1.1.1.2.1.2.1.1.2.1.2.2.1.2.2.1.1.2.1.2.1.1.1.1.1.1.2.1.1.1.2.1.1.2.2.2.1.1.1.2.1.1.1.2.1.1.1.2.3.1.3,15088775746998069871872875003203515272017844456840352085624091634610533227123012065295273154956876547559490129,15088775746998069871872875003203515272017844456840352085624091634610533227123012065295273154956876547559490129,False,True,37576681324381331646231689548629392438010920782533117931316655544515344401833735095419183974156299248510959616
59,0,91,16197541,45909855087388894619890455807835,4.1.1.1.2.1.3.1.1.1.1.1.1.3.1.1.2.2.2.1.3.1.1.2.1.1.1.2.1.1.2.1.1.1.2.1.1.1.1.2.2.1.1.1.2.1.1.2.1.1.1.1.1.2.1.4.2.1.1.1.1.2.1.1,21554333174264519638393008553661679525314146176427709910591645560393573453621133595554096858545619565461055397,21554333174264519638393008553661679525314146176427709910591645560393573453621133595554096858545619565461055397,False,True,37576681324381331646231689548629392438010920782533117931316655544515344401833735095419183974156299248510959616
60,0,92,18846191,5186396896319917500819105184529,1.1.1.2.1.1.2.1.1.1.1.3.1.1.1.1.2.1.1.3.1.1.2.1.2.1.1.1.2.2.1.3.1.1.1.1.1.1.2.1.3.1.2.2.1.1.1.1.2.1.1.2.3.1.1.1.2.1.1.2.3.3.1.1,292052346252307723952949622467685079262471684063765673351922847932667001918351796142094344662354600794337022447,292052346252307723952949622467685079262471684063765673351922847932667001918351796142094344662354600794337022447,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
61,0,92,16193071,7196280247621370634186158126801,1.1.1.2.2.1.1.1.1.2.2.1.1.1.3.3.1.1.1.1.2.1.1.1.1.1.1.1.1.1.2.1.1.1.2.2.4.1.1.1.2.1.1.1.3.2.1.1.1.1.1.1.1.3.1.1.3.1.1.1.1.2.3.3,427486121690832916504981527753744228909261144169826590056926248982054451813916968995034221595947433216693442095,427486121690832916504981527753744228909261144169826590056926248982054451813916968995034221595947433216693442095,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
62,0,92,5311591,5326794686702841287644441536665,1.1.2.1.1.1.2.1.1.1.1.1.1.2.1.2.2.1.3.1.1.1.1.2.1.1.2.3.1.2.1.1.1.1.2.1.1.1.1.1.1.1.2.1.1.2.2.1.1.1.5.1.1.4.2.1.1.1.1.4.1.2.1.1,138828868882018275276473939693166532280040319762434869134514773916484858435906833149770524221539717157928111207,138828868882018275276473939693166532280040319762434869134514773916484858435906833149770524221539717157928111207,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
63,0,92,12404551,8695723681287521556876231790009,1.1.2.2.1.1.3.1.1.1.1.1.1.1.1.1.1.1.1.2.2.2.1.1.1.2.4.2.1.1.2.2.1.2.1.1.1.1.1.2.1.1.1.3.1.1.2.1.1.1.2.1.1.1.2.3.1.1.1.2.1.1.4.2,561133734042450432236922640028677327603588229983444995317159552281266892739363497886125526371279845630150526791,561133734042450432236922640028677327603588229983444995317159552281266892739363497886125526371279845630150526791,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
64,0,92,5947163,6496753852475840247495055921637,1.2.1.1.1.1.1.1.1.2.1.2.1.3.2.1.1.2.1.1.1.1.2.3.1.3.1.1.1.1.1.1.1.1.1.1.2.1.4.1.1.1.3.1.1.1.4.1.2.1.2.2.1.2.1.1.1.1.2.1.1.1.1.3,10103815163102980474955328086362645013481721061563470584807680859153650830998720385032756421498314317354417947,10103815163102980474955328086362645013481721061563470584807680859153650830998720385032756421498314317354417947,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
65,0,92,8495387,16572878973598587935773287477221,1.2.1.1.1.1.1.3.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.1.1.1.4.1.1.1.1.4.3.1.2.1,223239653613815613142305558314461192268575206615728846721472920711505635783315066903138243385747572169101123867,223239653613815613142305558314461192268575206615728846721472920711505635783315066903138243385747572169101123867,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
66,0,92,14437403,5755230073337859537258672669925,1.2.1.1.1.1.2.1.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.2.1.1.2.1.1.1.1.2.1.1.1.1.2.1.2.1.4.1.1.3.1.2.1.1.1.1.1.1.1.1.2.1.3.1.2.1.2.3.4.4,599184172112592665418640689594991056239458981750247012295205263006445438318226673689654351849106587076674735131,599184172112592665418640689594991056239458981750247012295205263006445438318226673689654351849106587076674735131,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
67,0,92,14045435,6730887591323583152784758169605,1.2.1.2.1.1.1.1.1.1.2.1.1.1.2.1.1.1.2.2.2.1.1.1.1.1.2.2.1.1.2.1.2.1.1.3.1.1.2.1.2.1.1.1.1.1.1.4.1.2.1.1.4.4.1.1.1.1.2.1.1.1.1.3,276211716222919281994753681702775179597091690922558065013857217831327665294462841165585410718857783426405519611,276211716222919281994753681702775179597091690922558065013857217831327665294462841165585410718857783426405519611,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
68,0,92,11308969,11011207700700021567060855597911,2.1.1.1.1.1.2.1.2.2.2.1.2.1.2.1.1.1.1.1.1.1.2.1.2.1.1.5.2.1.3.2.1.1.1.1.1.2.1.1.3.2.1.1.1.2.2.1.1.2.1.1.2.1.1.1.1.3.2.1.1.1.1.1,135834549146266309703651339881935264715771499069038723888020709391596452745419430636395446426248260879236501417,135834549146266309703651339881935264715771499069038723888020709391596452745419430636395446426248260879236501417,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
69,0,92,16539401,12737208928428485730354393250807,2.1.1.2.2.1.1.3.1.1.1.1.1.1.1.1.1.1.1.1.2.2.2.1.1.1.2.4.2.1.1.2.2.1.2.1.1.1.1.1.2.1.1.1.3.1.1.2.1.1.1.2.1.1.1.2.3.1.1.1.2.1.1.4,347360377929866372089425498186189584132667818297573402488835077233525516699591489497029406104039268856083799817,347360377929866372089425498186189584132667818297573402488835077233525516699591489497029406104039268856083799817,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
70,0,92,10392289,13416916336186214932155653640223,2.2.1.1.1.1.2.1.1.3.1.1.1.3.2.1.1.1.1.1.1.2.1.1.1.2.1.1.1.2.2.2.1.1.1.1.1.2.2.1.1.2.1.2.1.1.3.1.1.2.1.2.1.1.1.1.1.1.4.1.2.1.1.4,550619691500514339932910731357357890150978549045857575068273375739716797839375294634807602149420714489863377633,550619691500514339932910731357357890150978549045857575068273375739716797839375294634807602149420714489863377633,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
71,0,92,14899617,75798754578278827476853384726879,2.2.1.2.2.1.2.3.2.1.2.1.1.1.1.2.1.1.1.1.1.3.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1.2.2,536460666436830835935460976043736943550153872782188926368250758689887713760101919441310725182038048999959910817,536460666436830835935460976043736943550153872782188926368250758689887713760101919441310725182038048999959910817,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
72,0,92,12972669,20867578523858769122206388438147,3.1.1.1.2.1.1.1.2.2.2.1.3.1.1.2.1.1.1.2.1.1.2.1.1.1.2.1.1.1.1.2.2.1.1.1.2.1.1.2.1.1.1.1.1.2.1.4.2.1.1.1.1.2.1.1.1.1.2.2.1.2.2.3,94579488519341229055946864706501862416319049490186744598127078490507172518075705165981208487204820547669455485,94579488519341229055946864706501862416319049490186744598127078490507172518075705165981208487204820547669455485,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
73,0,92,13424805,40207815206719555891959431911003,4.1.1.1.1.2.1.1.1.1.1.3.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.1.1.1.4.1.1.1.1.4,169789455145395695318382190167423934860755316288146939471811093774998886112443790626333836229708657127041325221,169789455145395695318382190167423934860755316288146939471811093774998886112443790626333836229708657127041325221,False,True,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856
74,0,93,13002751,3527677774304892852961962644737,1.1.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.3.1.1.1.1.1.1.2.1.2.2.3.3.2.1.1.2.1.1.4.1.1.2.3.1.1.1.1.1.2.1.1.1.3.1.1.2.1.3.1.2.4.2.1,4672039128569418170468351214864679364201901954133883841506407863423379271613702641171898309862692939959034603519,4672039128569418170468351214864679364201901954133883841506407863423379271613702641171898309862692939959034603519,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
75,0,93,16817151,4103887360552880842546475049217,1.1.1.1.1.1.1.1.1.2.1.1.1.1.3.1.1.1.2.4.1.2.1.1.1.1.2.3.1.4.1.1.1.1.1.1.1.1.3.1.1.1.1.1.1.1.1.3.2.1.1.1.2.1.1.1.4.1.1.1.2.6.1.1,3266632317228477116727148837184443085675290011196501679417078903754014032311409056689607932021697795019918842879,3266632317228477116727148837184443085675290011196501679417078903754014032311409056689607932021697795019918842879,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
76,0,93,4828799,3737727627772624522912840322689,1.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.2.4.2.1.1.2.1.1.2.1.3.2.1.1.1.2.1.2.1.1.1.1.4.1.4.2.4.2.2.1.2.1.1.2.1,7738386542062158771142750903212231638657831566635599609463461797084892243382948163128879767362482796864589115007,7738386542062158771142750903212231638657831566635599609463461797084892243382948163128879767362482796864589115007,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
77,0,93,18539135,4270105811176613164346960992897,1.1.1.1.1.1.2.1.2.1.2.1.1.1.2.1.1.1.2.2.1.2.2.1.1.1.1.2.1.1.2.1.1.2.2.1.1.4.1.1.1.1.2.1.1.1.2.1.1.2.1.1.2.3.1.1.1.6.3.2.1.1.1.1,5213266543508475421334003632821825226578599709247469993597951369984494841345816868639602374730496460959472345727,5213266543508475421334003632821825226578599709247469993597951369984494841345816868639602374730496460959472345727,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
78,0,93,14335967,23039787841561949451914783202593,1.1.1.1.3.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.1.1.1.4.1.1.1.1.4.3.1.2.1.2.1.2,1971865341240910527407980545093655593174919181689278843767119704357322705891002059808774153377272601070339276767,1971865341240910527407980545093655593174919181689278843767119704357322705891002059808774153377272601070339276767,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
79,0,93,11869423,5757595915434810598652939890705,1.1.1.2.1.1.1.1.1.3.1.1.1.1.1.1.2.2.1.3.2.1.2.3.2.1.1.1.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1.1.2.1.1.1.3.2.1.2.4.1.1.1.1.1.1.3.1.1.5.1,223791006409214452969340503289427242990304431127334341184523876320115482683934155550644317287922703485654867183,223791006409214452969340503289427242990304431127334341184523876320115482683934155550644317287922703485654867183,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
80,0,93,19083887,12369312016014497283515659246225,1.1.1.2.1.2.2.2.1.2.1.2.1.1.1.1.1.1.1.2.1.2.1.1.5.2.1.3.2.1.1.1.1.1.2.1.1.3.2.1.1.1.2.2.1.1.2.1.1.2.1.1.1.1.3.2.1.1.1.1.1.2.2.1,5067329816658549137586485650312664934270636262690236879181237604704794499958069526042587977649283534526422921839,5067329816658549137586485650312664934270636262690236879181237604704794499958069526042587977649283534526422921839,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
81,0,93,17623399,6304346142799411120331367123865,1.1.2.1.1.1.1.3.1.1.1.1.1.3.1.2.2.2.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.4.2.1.2.2.3.1.3.1.1.1.2.1.2.1.1.1.2.1.1.1.1.1.2.3.3.3,2646697114685825908904215817223770556070221445076556663826081126299953336775738987576255847584529221714606614887,2646697114685825908904215817223770556070221445076556663826081126299953336775738987576255847584529221714606614887,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
82,0,93,13770919,5595989619791742780031771907161,1.1.2.1.2.1.1.1.1.1.1.1.1.2.1.1.1.1.4.1.1.1.1.1.1.1.2.4.1.1.2.1.1.1.1.2.1.1.1.1.3.2.3.1.2.1.1.1.1.1.3.1.1.1.2.1.1.2.5.1.4.1.1.1,6812482016379250868814232715496891577144187007375065230593390460054248304043690709253787225163428927823710134439,6812482016379250868814232715496891577144187007375065230593390460054248304043690709253787225163428927823710134439,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
83,0,93,12192311,7158761377181367838526510029513,1.1.3.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.3.1.1.1.1.3.1.2.1.1.1.2.1.2.2.5.1.2.1.2.2.1.3.2.1.1.1.2.1.5.1.2.2.1.1.1.2.1.1,8300129418929394175407832997955541966185299253452997745452413752747366095791590817308124585525752706370083883575,8300129418929394175407832997955541966185299253452997745452413752747366095791590817308124585525752706370083883575,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
84,0,93,14644535,16426873322327618518375161196489,1.1.3.1.1.2.1.1.2.1.1.1.4.2.1.1.2.1.1.3.1.1.1.1.3.1.1.1.2.1.2.2.1.2.1.1.2.1.1.2.1.2.1.1.1.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.3.3.3.1,6140384770315032294117838828399476880439557264887511211212773588023843297309243711482818349308774991024684496183,6140384770315032294117838828399476880439557264887511211212773588023843297309243711482818349308774991024684496183,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
85,0,93,17064075,52185042938567666100585334767733,1.2.3.1.2.1.3.1.1.2.1.3.1.1.1.1.1.1.3.1.1.2.2.2.1.3.1.1.2.1.1.1.2.1.1.2.1.1.1.2.1.1.1.1.2.2.1.1.1.2.1.1.2.1.1.1.1.1.2.1.4.2.1.1,5122636509746426403959977903346393356065449120969085072401709856810526162400558141863298554602576458088746082443,5122636509746426403959977903346393356065449120969085072401709856810526162400558141863298554602576458088746082443,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
86,0,93,13294249,8866400135155638301716972593239,2.1.1.1.1.1.1.1.1.1.5.1.1.1.1.2.3.1.2.1.1.2.1.1.1.1.1.1.1.1.4.1.2.1.2.3.1.1.1.1.1.1.1.3.3.1.2.1.1.1.1.1.2.1.2.1.3.1.1.2.1.1.3.1,5870575026557548429398607627330697916964415112749715201427040693470052093819566443425754583124739137014472563369,5870575026557548429398607627330697916964415112749715201427040693470052093819566443425754583124739137014472563369,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
87,0,93,12743081,23144952430330196421880804919639,2.1.1.1.1.1.3.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.1.1.1.4.1.1.1.1.4.3.1.2.1.2,4386167845165755197915582780937364246288743053844097967755902822821948127135821000645057367811255906740826436009,4386167845165755197915582780937364246288743053844097967755902822821948127135821000645057367811255906740826436009,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
88,0,93,18560137,7497247677571270987979567244919,2.1.1.2.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.3.1.1.1.2.1.1.1.1.1.2.2.2.1.1.2.1.2.1.1.3.3.3.1.1.3.2.1.2.1.2.2.2.1.2.2.1.1.1.1.1.1.1.3,2320650267680656162396538115220094220505747245160846982848691512238582075753811441128669148722079108440916702345,2320650267680656162396538115220094220505747245160846982848691512238582075753811441128669148722079108440916702345,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
89,0,93,19114621,36439222315798692396249728420995,3.1.1.1.2.1.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.1.1.1.4.1.1.1.1.4.3.1.2.1.2.1,8809915286989268176426261980800438640901985875978994241049874300106469772381481580207936495974432428544795847293,8809915286989268176426261980800438640901985875978994241049874300106469772381481580207936495974432428544795847293,False,True,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
90,0,94,3873535,4650398671792726967778549211649,1.1.1.1.1.1.1.2.3.1.1.1.3.1.1.1.1.2.1.1.1.1.1.1.1.1.3.1.2.1.1.1.1.1.2.1.1.1.1.2.2.1.1.2.1.1.1.3.2.1.1.1.1.1.1.3.4.1.6.2.1.3.2.1,8234758496360110402718773619246636821661836196888939700475770964375150278417544654967464923128255587245939694335,8234758496360110402718773619246636821661836196888939700475770964375150278417544654967464923128255587245939694335,False,True,153914086704665934422965000391185991426092731525255651046673021110334850669910978950836977558144201721900890587136
91,0,94,12600767,4949405711174849322544143513409,1.1.1.1.1.2.1.1.1.1.1.3.1.2.1.3.1.1.1.1.2.1.2.2.1.1.1.1.2.2.1.2.1.1.1.1.2.1.2.2.1.4.3.1.3.2.1.1.1.1.2.3.1.1.1.1.1.1.1.2.2.2.1.2,151085712545850307306837834442689025508786009854916340071781925026484065626514351498534411533243125074308198581695,151085712545850307306837834442689025508786009854916340071781925026484065626514351498534411533243125074308198581695,False,True,153914086704665934422965000391185991426092731525255651046673021110334850669910978950836977558144201721900890587136
92,0,94,7587999,4063938851325668323548868695137,1.1.1.1.2.1.1.1.1.1.2.1.1.1.2.1.2.1.1.1.1.1.1.1.2.2.1.4.1.2.1.1.1.1.1.1.3.1.1.1.1.1.1.1.1.1.1.1.3.2.1.2.2.1.1.5.1.1.1.5.1.1.2.5,153709512601652490357659687957409707375898882174132699544643636721795088108290855430340874646955981888440023369887,153709512601652490357659687957409707375898882174132699544643636721795088108290855430340874646955981888440023369887,False,True,153914086704665934422965000391185991426092731525255651046673021110334850669910978950836977558144201721900890587136
93,0,94,3732423,8831043328460602151364418281785,1.1.2.2.2.1.1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1,70522691965809950036226960798490166782440592922823668864955211348708531858876060156523685496463252092281465402311,70522691965809950036226960798490166782440592922823668864955211348708531858876060156523685496463252092281465402311,False,True,153914086704665934422965000391185991426092731525255651046673021110334850669910978950836977558144201721900890587136
94,0,94,5314331,5223921089237335404394547902949,1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2.1.1.3.1.1,129528052716239620259704508606112205505706778709336516109033227082775180532872611678895135626817902677923351041819,129528052716239620259704508606112205505706778709336516109033227082775180532872611678895135626817902677923351041819,False,True,153914086704665934422965000391185991426092731525255651046673021110334850669910978950836977558144201721900890587136
95,0,94,13337755,8778211808144298919766503197797,1.2.1.1.1.2.2.2.1.2.1.1.1.1.1.1.1.2.1.1.1.4.1.1.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.2.1.2.1.2.1.1.1.1.1.2.4.1.2.4.1.3.2.1.1.2.1.3.3.1,64205965803411311241802051013054059261542442481988239339369967540655393023534181843830174515075612225669696291995,64205965803411311241802051013054059261542442481988239339369967540655393023534181843830174515075612225669696291995,False,True,153914086704665934422965000391185991426092731525255651046673021110334850669910978950836977558144201721900890587136
96,0,94,5656539,16032462104426882606922744922405,1.2.1.1.4.1.1.2.1.1.2.1.2.1.1.1.1.1.1.1.1.1.2.1.3.1.1.1.1.1.2.1.1.1.1.1.1.3.1.4.1.2.1.2.1.1.1.1.1.1.1.1.1.1.2.1.1.4.3.1.1.3.2.4,100726870107833074440567986551886524158866844111340893830828026635300213383590137752706450585279878794048787861467,100726870107833074440567986551886524158866844111340893830828026635300213383590137752706450585279878794048787861467,False,True,153914086704665934422965000391185991426092731525255651046673021110334850669910978950836977558144201721900890587136
97,0,94,7971497,6128943244024029906462090303575,2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2.1.1.3.1.1.1,40377992369693495966591762517982316832467436538749123116876819513827920129397938567505725882082652294984135975593,40377992369693495966591762517982316832467436538749123116876819513827920129397938567505725882082652294984135975593,False,True,153914086704665934422965000391185991426092731525255651046673021110334850669910978950836977558144201721900890587136
98,0,94,19553065,11795253243237217643477094522839,2.1.1.1.1.4.1.1.2.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.3.1.1.1.2.1.1.1.1.1.2.2.2.1.1.2.1.2.1.1.3.3.3.1.1.3.2.1.2.1.2.2.2.1.2.2.1.1.1,91314309604359522031813728216888477234558090626670749139122982045771871695364078542971258908637120202352666237737,91314309604359522031813728216888477234558090626670749139122982045771871695364078542971258908637120202352666237737,False,True,153914086704665934422965000391185991426092731525255651046673021110334850669910978950836977558144201721900890587136
99,0,95,9554559,6271928973199794050339682677377,1.1.1.1.1.1.2.1.3.2.1.1.3.1.2.1.1.1.1.1.1.1.1.2.2.2.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.2.1.1.1.2.3.2.1.1.1.4.5.1.3.1.2.3.2.1.1,497799240287422943030868220337428959053688362295162218274312562845167786614436012082161111006391897658751557159551,497799240287422943030868220337428959053688362295162218274312562845167786614436012082161111006391897658751557159551,False,True,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176
