node_id,count,A,r,cL,word
92,0,94,7587999,4063938851325668323548868695137,1.1.1.1.2.1.1.1.1.1.2.1.1.1.2.1.2.1.1.1.1.1.1.1.2.2.1.4.1.2.1.1.1.1.1.1.3.1.1.1.1.1.1.1.1.1.1.1.3.2.1.2.2.1.1.5.1.1.1.5.1.1.2.5
93,0,94,3732423,8831043328460602151364418281785,1.1.2.2.2.1.1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1
94,0,94,5314331,5223921089237335404394547902949,1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2.1.1.3.1.1
95,0,94,13337755,8778211808144298919766503197797,1.2.1.1.1.2.2.2.1.2.1.1.1.1.1.1.1.2.1.1.1.4.1.1.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.2.1.2.1.2.1.1.1.1.1.2.4.1.2.4.1.3.2.1.1.2.1.3.3.1
96,0,94,5656539,16032462104426882606922744922405,1.2.1.1.4.1.1.2.1.1.2.1.2.1.1.1.1.1.1.1.1.1.2.1.3.1.1.1.1.1.2.1.1.1.1.1.1.3.1.4.1.2.1.2.1.1.1.1.1.1.1.1.1.1.2.1.1.4.3.1.1.3.2.4
97,0,94,7971497,6128943244024029906462090303575,2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2.1.1.3.1.1.1
98,0,94,19553065,11795253243237217643477094522839,2.1.1.1.1.4.1.1.2.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.3.1.1.1.2.1.1.1.1.1.2.2.2.1.1.2.1.2.1.1.3.3.3.1.1.3.2.1.2.1.2.2.2.1.2.2.1.1.1
99,0,95,9554559,6271928973199794050339682677377,1.1.1.1.1.1.2.1.3.2.1.1.3.1.2.1.1.1.1.1.1.1.1.2.2.2.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.2.1.1.1.2.3.2.1.1.1.4.5.1.3.1.2.3.2.1.1
100,0,95,18677439,6887267574626284938125569293889,1.1.1.1.1.2.2.2.1.1.1.1.2.1.4.1.1.1.1.1.3.2.1.2.1.1.1.1.1.1.1.4.1.1.2.1.1.2.1.2.2.1.2.2.1.3.1.1.1.1.1.1.1.1.1.1.1.5.3.3.1.2.1.1
101,0,95,14266687,4616173066473343401939201215425,1.1.1.1.1.3.1.1.1.1.1.2.1.1.2.2.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.2.2.1.1.1.2.5.1.2.1.1.4.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.3.2.2.1.3.7
102,0,95,16238655,6463617124001245163953570428097,1.1.1.1.1.4.1.1.1.1.2.1.1.1.2.1.1.1.1.2.1.1.3.1.1.1.1.1.1.1.1.1.2.1.2.1.2.1.1.2.1.1.2.5.5.1.1.1.1.2.2.2.1.2.1.4.1.2.1.1.3.1.1.1
103,0,95,19496687,10305720112966357221974132788753,1.1.1.2.1.1.1.3.2.1.1.4.1.1.1.1.1.1.1.1.3.3.1.2.1.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.2.3.1.1.2.3.2.1.1.1.1.1.2.1.1.1.1.4.1.3.4.1.2.1
104,0,95,11991151,8952691362813794598054377886865,1.1.1.2.1.2.1.1.3.3.1.1.1.1.1.1.1.1.1.2.1.1.2.1.2.2.1.2.2.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.2.1.2.3.1.1.1.1.4.7.1.6.1
105,0,95,10088015,17988631235294318182896774659761,1.1.1.3.3.1.2.1.1.1.2.1.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1.2.2.2.1.1.1.1.2.3.5.3.1
106,0,95,12676967,4911260882042448590092993660313,1.1.2.1.1.1.1.1.1.1.1.1.2.2.1.1.1.1.1.1.2.2.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.4.1.1.1.2.1.2.4.1.2.1.4.1.3.1.5.1.2.4.1.1.2.1.1.1.1.2
107,0,95,9647847,8356611146753761541969335696921,1.1.2.1.1.2.1.2.1.1.2.2.1.3.1.1.1.2.1.2.1.1.1.1.1.1.1.2.3.1.1.1.1.1.1.1.3.1.1.2.1.1.1.1.2.1.1.1.1.4.1.4.1.2.3.1.2.1.5.1.2.1.1.1
108,0,95,15132023,25285911983423787116414623432585,1.1.3.3.1.2.1.1.1.2.1.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1.2.2.2.1.1.1.1.2.3.5.3.1.1
109,0,95,6843131,7683426242367287064393738765829,1.2.1.2.1.1.2.1.1.1.1.1.1.2.1.2.1.1.2.1.2.2.1.2.2.1.1.2.1.2.1.1.1.1.1.1.2.1.1.1.2.1.1.2.2.2.1.1.1.2.1.1.1.2.1.1.1.2.3.1.3.4.5.1
110,0,95,19530939,9854895428496144782457115110469,1.2.1.3.1.1.1.1.1.1.1.2.1.2.1.2.1.1.1.2.1.1.1.2.2.1.2.2.1.1.1.1.2.1.1.2.1.1.2.2.1.1.4.1.1.1.1.2.1.1.1.2.1.1.2.1.1.2.3.1.1.1.6.3
111,0,95,12402347,50656658136172751253135378645589,1.2.2.2.2.1.1.1.1.1.3.1.1.1.1.3.2.2.3.1.3.1.1.1.2.1.1.1.1.1.3.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1
112,0,95,18432299,23309549037384753656064703987669,1.2.2.3.1.1.1.1.2.1.2.1.2.1.1.2.2.1.1.2.1.2.1.2.1.1.2.3.1.1.1.1.1.1.1.1.1.2.1.2.1.1.1.3.1.1.1.2.1.1.1.1.1.2.2.1.2.1.1.7.1.1.3.1
113,0,95,7987881,6055938790777713729226724694103,2.1.1.1.1.1.1.1.1.2.1.1.1.1.1.2.1.1.3.1.1.1.1.2.1.2.2.3.2.2.1.1.1.1.2.1.1.1.1.1.1.1.1.1.2.1.1.2.1.3.1.1.2.1.1.2.3.2.2.3.1.5.3.1
114,0,95,5164713,7331888142068762728991757986903,2.1.1.1.1.1.1.1.2.3.1.1.1.3.1.1.1.1.2.1.1.1.1.1.1.1.1.3.1.2.1.1.1.1.1.2.1.1.1.1.2.2.1.1.2.1.1.1.3.2.1.1.1.1.1.1.3.4.1.6.2.1.3.2
115,0,95,9379753,9456373748313633182352337476439,2.1.1.1.1.1.2.1.4.1.1.1.1.1.3.1.1.1.1.1.1.1.1.2.2.1.1.1.1.1.1.2.2.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.4.1.1.1.2.1.2.4.1.2.1.4.1.3.1.5
116,0,95,4723849,7292120561073401087086385219191,2.1.1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2.1.1.3
117,0,95,18701961,12952873022343704080602377059447,2.1.1.2.1.1.2.1.2.2.2.1.1.1.1.1.1.1.2.1.1.2.3.1.2.3.1.2.1.2.1.1.1.1.1.1.1.2.4.1.2.1.1.1.1.2.1.1.2.2.1.1.1.1.1.1.1.1.2.1.1.3.4.3
118,0,95,18363425,22586834585526593456561235783391,2.2.1.3.1.1.1.1.1.1.2.3.1.1.1.3.1.1.1.1.2.1.1.1.1.1.1.1.1.3.1.2.1.1.1.1.1.2.1.1.1.1.2.2.1.1.2.1.1.1.3.2.1.1.1.1.1.1.3.4.1.6.2.1
119,0,95,19315197,11517226690797985606993512201475,3.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.2.4.2.1.1.2.1.1.2.1.3.2.1.1.1.2.1.2.1.1.1.1.4.1.4.2.4.2.2.1.2.1.1.2.1
120,0,96,15134719,4216219818946679952629805075713,1.1.1.1.1.1.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.6.1.1.2.1.1.1.1.2.2.1.3.1.5.2.1.1.1.2.2.3.2.2.1.2.2.6.1.1.1.1.2.1.1
121,0,96,19685535,9870075540467993136870144621665,1.1.1.1.2.1.1.1.1.3.3.1.3.1.1.1.1.2.1.1.2.1.1.1.1.2.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.3.1.3.6.1.1.2.2.6.2.2.2.1.2.1.1.1.1.2.1.1.1
122,0,96,10700015,4330454275242418714818056177681,1.1.1.2.1.1.1.1.1.1.2.1.1.2.2.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.2.2.1.1.1.2.5.1.2.1.1.4.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.3.2.2.1.3.7.3
123,0,96,8306799,5738314643591584554506907372689,1.1.1.2.1.2.1.1.1.1.1.1.1.1.2.4.1.1.1.3.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.4.1.1.5.1.1.1.1.7.2.2.2.1.1.2.1.3.1.1.3.1.1.3.1.1
124,0,96,14911183,6559196860425666865947091379761,1.1.1.3.1.1.1.1.2.1.1.2.1.1.1.2.1.1.3.1.1.1.1.1.3.2.1.1.2.1.1.1.2.1.1.2.1.2.1.1.1.1.1.2.1.1.1.1.2.1.1.4.1.3.1.3.1.4.4.2.1.2.1.2
125,0,96,16536463,66371240187294742730096707180913,1.1.1.4.2.2.1.1.1.1.1.3.1.1.1.1.3.2.2.3.1.3.1.1.1.2.1.1.1.1.1.3.1.4.1.3.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1
126,0,96,13421671,5996023577809259889439226275993,1.1.2.1.1.1.2.1.1.1.1.2.3.1.1.3.1.1.1.1.1.1.1.1.1.1.1.2.1.1.1.1.5.3.1.1.1.1.1.1.1.1.1.1.2.1.3.1.2.2.4.1.1.1.1.1.1.1.1.2.4.3.4.2
127,0,96,7904231,28251195144367044413757457160473,1.1.2.1.1.5.1.1.1.1.1.1.2.1.1.1.1.1.1.3.1.3.1.2.3.3.1.1.1.2.4.2.1.1.1.1.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.9.1.2
128,0,96,11197271,19645569385425347569175942654377,1.1.4.2.1.1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2
129,0,96,10586907,8314937822560752021297145415141,1.2.1.1.1.1.1.1.2.2.1.4.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.3.1.1.2.2.1.1.1.1.2.1.1.1.1.2.4.3.1.1.1.5.1.3.6.2.1.1.2.1
130,0,96,18759507,15479063676334753880046825863597,1.3.1.1.1.1.2.1.4.1.1.1.1.1.3.1.1.1.1.1.1.1.1.2.2.1.1.1.1.1.1.2.2.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.4.1.1.1.2.1.2.4.1.2.1.4.1.3.1.5
131,0,96,9447699,11150557301854289689514921349101,1.3.1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2.1.1.3
132,0,96,16795907,27791126249248897280231761412093,1.4.2.1.1.2.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2.1
133,0,96,15024553,7418255659310740547009277786455,2.1.1.1.1.1.3.1.1.1.1.1.1.1.1.2.2.1.1.1.1.1.1.2.2.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.4.1.1.1.2.1.2.4.1.2.1.4.1.3.1.5.1.2.4.1.1.2.1.1
134,0,96,3827241,6938493446482646642715184026839,2.1.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.1.1.1.4.1.1.1.1.4.3.1.2.1.2.1.2.3.3.1.4.3.1.1
135,0,96,16418537,16811973765787730672131816387607,2.1.1.1.2.2.2.1.3.1.1.2.1.1.1.2.1.1.2.1.1.1.2.1.1.1.1.2.2.1.1.1.2.1.1.2.1.1.1.1.1.2.1.4.2.1.1.1.1.2.1.1.1.1.2.2.1.2.2.3.1.1.1.7
136,0,96,4255881,8734819376532194536698869967479,2.1.1.2.1.1.1.2.1.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1.2.2.2.1.1.1.1.2.3.5.3.1.1.3.3
137,0,96,13824225,14916802433133463920754334167583,2.2.1.1.1.1.1.1.3.2.1.2.1.1.2.2.1.1.2.1.2.1.2.1.1.2.3.1.1.1.1.1.1.1.1.1.2.1.2.1.1.1.3.1.1.1.2.1.1.1.1.1.2.2.1.2.1.1.7.1.1.3.1.3
138,0,96,16969617,48117193353909213905166620754799,2.3.2.2.1.1.2.1.1.2.1.2.1.1.1.1.1.1.1.1.1.2.1.3.1.1.1.1.1.2.1.1.1.1.1.1.3.1.4.1.2.1.2.1.1.1.1.1.1.1.1.1.1.2.1.1.4.3.1.1.3.2.4.2
139,0,97,9896943,6646423823832618554291891702033,1.1.1.2.1.1.3.2.1.1.1.1.1.2.1.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.2.2.1.1.1.2.2.1.2.3.1.1.1.1.1.3.1.2.1.1.3.1.2.1.3.3.2.1.3.1.1.2.1.6
140,0,97,14904175,12104633851472784730939445584273,1.1.1.2.1.3.2.1.2.1.1.3.1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.2.2.1.2.2.1.1.1.1.1.1.1.1.1.1.4.3.2.1.1.2.1.1.2.2.2.5.1.2.2.2.3.2.1
141,0,97,19178447,10546813258458053309774160300337,1.1.1.3.1.3.1.1.1.1.2.1.2.1.1.1.1.1.2.1.1.1.1.1.1.2.1.1.1.2.1.1.2.1.2.2.1.2.1.1.1.2.2.2.1.1.2.1.1.2.1.2.4.2.1.1.2.4.1.2.4.1.1.3
142,0,97,15808463,53068706468441576342857065231665,1.1.1.3.1.5.1.1.1.1.1.1.2.1.1.1.1.1.1.3.1.3.1.2.3.3.1.1.1.2.4.2.1.1.1.1.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.9.1.2
143,0,97,16280743,10185213978656713462278944344153,1.1.2.1.2.1.1.2.2.1.3.1.1.1.2.1.2.1.1.1.1.1.1.1.2.3.1.1.1.1.1.1.1.3.1.1.2.1.1.1.1.2.1.1.1.1.4.1.4.1.2.3.1.2.1.5.1.2.1.1.1.3.2.1
144,0,97,16181815,7862145918155535425409110538953,1.1.3.1.1.1.1.2.1.2.1.1.1.1.1.2.1.1.1.1.1.1.2.1.1.1.2.1.1.2.1.2.2.1.2.1.1.1.2.2.2.1.1.2.1.1.2.1.2.4.2.1.1.2.4.1.2.4.1.1.3.2.1.2
145,0,97,7456539,6894325583207040521456559933925,1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.2.4.1.1.2.2.2.3.1.2.4.3.3.1.1.2.1.1.1.1.1.4.1.1.2.2.1.2.4.2.1.2.1.2.1.2.1.1.2.1
146,0,97,18876187,6537982313996746288689384458725,1.2.1.1.1.1.1.1.1.1.1.1.2.3.1.1.2.2.2.1.1.1.1.1.2.1.1.1.2.1.1.2.2.1.1.1.2.1.1.1.1.7.1.2.3.2.2.1.3.1.1.3.2.1.1.1.2.1.1.2.1.3.2.1
147,0,97,13634203,8356650920759594357628320450149,1.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1.2.2.2.1.1.1.1.2.3.5.3.1.1.3.3.1.3.3.1.1.1.1.1
148,0,97,15475179,13788134593353530030269233323797,1.2.2.1.1.1.1.2.1.1.1.2.2.1.1.3.2.1.2.1.4.1.1.1.1.2.1.1.1.2.1.1.2.1.3.1.2.1.2.3.1.2.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.2.6.3.3
149,0,97,8511763,14035954932771876588739890845677,1.3.1.2.1.1.1.2.1.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1.2.2.2.1.1.1.1.2.3.5.3.1.1.3.3
150,0,97,12136361,6794644474946911859018067151703,2.1.1.1.1.1.2.1.2.1.1.1.1.1.2.1.1.1.1.1.1.2.1.1.1.2.1.1.2.1.2.2.1.2.1.1.1.2.2.2.1.1.2.1.1.2.1.2.4.2.1.1.2.4.1.2.4.1.1.3.2.1.2.2
151,0,97,581684329,28171780978102920737604467732119,2.1.1.1.3.2.1.1.2.2.1.3.1.2.1.1.2.1.2.1.1.1.1.1.2.1.1.1.1.1.2.1.4.1.1.2.1.1.1.1.1.1.2.1.1.1.2.2.1.1.1.10.1.1.1.1.1.1.4.1.1.1.2.1
152,0,97,13126793,10476677811636601549137707044471,2.1.1.2.1.1.1.1.3.2.1.1.1.1.1.1.1.1.2.4.1.1.1.3.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.4.1.1.5.1.1.1.1.7.2.2.2.1.1.2.1.3.1.1.3.1
153,0,97,11936633,13474194236287754038834444863367,2.1.2.1.1.1.2.1.1.2.2.1.2.1.1.2.1.1.2.1.4.1.1.1.3.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.1.1.1.1.3.1.1.1.1.2.1.1.1.1.1.6.1.2.3.3.2.1.1.3
154,0,97,15552253,17260130816383126182426822043651,3.1.1.1.1.2.1.2.1.2.1.1.2.2.1.1.2.1.2.1.2.1.1.2.3.1.1.1.1.1.1.1.1.1.2.1.2.1.1.1.3.1.1.1.2.1.1.1.1.1.2.2.1.2.1.1.7.1.1.3.1.3.1.3
155,0,98,19111935,4345484159898611492790174686465,1.1.1.1.1.1.1.1.1.1.1.1.2.1.3.2.1.1.4.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.2.4.2.1.3.2.1.2.2.2.3.2.1.1.3.1.1.2.3.2.1.2.1.4.1.3.1
156,0,98,15107519,7288126073170543765232448796481,1.1.1.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.2.2.1.2.2.1.1.1.1.1.1.1.1.1.1.4.3.2.1.1.2.1.1.2.2.2.5.1.2.2.2.3.2.1.1.5.1.3.1.1.1.1.3.1.1.1
157,0,98,5386351,5802505623822365471265987878033,1.1.1.2.1.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1.2.2.2.1.1.1.1.2.3.5.3.1.1.3.3.1.3.3.1
158,0,98,15107303,11191181923523728780246586552345,1.1.2.1.1.2.2.1.2.1.1.2.1.1.2.1.4.1.1.1.3.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.1.1.1.1.3.1.1.1.1.2.1.1.1.1.1.6.1.2.3.3.2.1.1.3.3.1.2.1
159,0,98,8717595,5742370704165936976845502942181,1.2.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.2.1.1.1.1.2.1.1.1.1.1.1.2.2.1.1.1.4.1.4.1.1.1.1.1.1.2.4.2.1.1.1.4.5.1.4.1.1.2.2.1.1.1.5.1
160,0,98,17532883,11897681216259221083913012359469,1.3.1.1.2.1.1.1.2.1.1.2.1.1.1.2.1.1.1.1.2.2.1.1.1.2.1.1.2.1.1.1.1.1.2.1.4.2.1.1.1.1.2.1.1.1.1.2.2.1.2.2.3.1.1.1.7.3.2.1.1.3.2.1
161,0,98,18977929,8032286035846704680682448701047,2.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.2.1.1.1.2.2.1.1.1.2.1.1.1.2.1.1.2.1.1.4.2.1.1.1.2.3.4.3.1.1.3.2.1.1.3.1.2.1.4.1.3.2.1.3.1.1
162,0,98,15308965,24320289965638074086202887018075,4.1.1.1.1.2.1.1.1.2.1.1.1.1.1.2.2.1.1.2.1.1.2.1.1.4.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.1.1.1.4.1.1.1.1.4.3.1.2.1.2.1.2.3.3.1.4.3.1.1
163,0,99,18817471,5069004985386105740608123755329,1.1.1.1.1.2.1.1.3.1.1.1.1.1.1.1.1.2.1.1.2.3.1.1.1.1.3.1.1.3.1.1.1.3.2.1.2.1.1.1.1.1.2.1.1.1.1.4.1.2.2.5.1.1.1.1.2.4.2.3.1.1.3.2
164,0,99,6746351,11138886916243436053782966213649,1.1.1.2.1.1.1.1.3.1.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.1.2.1.1.1.1.3.3.1.2.1.1.1.1.1.1.1.2.1.1.1.3.3.3.3.3.3.3.3.3.3.1.2.3.1.1.1.1.1
165,0,99,16159055,10857061880939128794856441256881,1.1.1.3.2.1.1.1.2.1.1.3.1.1.1.1.1.1.1.3.1.1.1.1.1.2.3.1.1.1.1.2.1.1.1.1.1.1.1.2.1.2.2.1.2.2.2.1.1.1.1.2.3.5.3.1.1.3.3.1.3.3.1.1
166,0,99,7112475,6466522079151637887959024962021,1.2.1.1.1.1.1.1.1.1.1.1.5.1.2.1.2.1.1.1.2.1.2.1.1.1.1.2.1.2.1.2.2.2.1.1.1.1.2.1.1.1.1.2.1.1.1.1.3.1.1.1.1.1.5.6.1.1.2.1.4.1.3.3
167,0,99,8760603,7043689701772525623131012031461,1.2.1.1.1.1.1.2.2.1.1.1.3.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.3.1.2.1.1.2.1.3.1.1.1.1.1.3.2.2.1.3.3.1.2.1.4.1.1.3.2.5.1.2.1.1.2.2.2.2
168,0,99,11856347,40699564887661442547104033171237,1.2.1.1.5.1.1.1.1.1.1.2.1.1.1.1.1.1.3.1.3.1.2.3.3.1.1.1.2.4.2.1.1.1.1.1.1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.9.1.2.4
169,0,99,6793897,13928770682109459272095987634263,2.1.1.1.1.1.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.2.3.1.2.1.6.1.2.1.1.1.1.1.3.1.2.1.6.1.4.3.2.1.2.1.1.4.1.5.1.2.1.1.1.1.1
170,0,99,13140905,9165605292569589542741769303895,2.1.1.1.1.1.2.2.1.1.1.3.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.3.1.2.1.1.2.1.3.1.1.1.1.1.3.2.2.1.3.3.1.2.1.4.1.1.3.2.5.1.2.1.1.2.2.2.2.1
171,0,99,8272873,7965941652057368281805563150103,2.1.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.1.1.3.1.2.1.1.1.1.1.2.1.1.1.1.2.2.1.1.2.1.1.1.3.2.1.1.1.1.1.1.3.4.1.6.2.1.3.2.1.2.5.2.1.2.1.2
172,0,99,16354953,11234382723467496085660714749047,2.1.1.2.1.1.2.1.1.1.2.2.2.1.1.1.1.1.1.2.1.2.1.2.1.1.1.1.1.2.1.1.1.1.2.2.1.1.3.1.1.1.1.1.1.2.1.8.2.1.1.2.6.1.2.1.1.2.1.1.1.4.1.2
173,0,100,8967935,3917822487635363586742014371329,1.1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2.1.1.3.1.1.1.3.6
174,0,100,11366015,18214150726280704609048713809537,1.1.1.1.1.1.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.3.1.1.1.1.4.1.1.1.3.1.1.1.1.2.3.4.1.2.1.2.5.1.2.3.4.5.1.2.1.2.3.1.1.1.1.1
175,0,100,13451903,4793717121420903838532448615041,1.1.1.1.1.1.2.1.2.1.1.1.1.1.1.1.1.1.1.3.1.4.1.1.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.3.1.2.1.2.2.1.2.1.1.2.1.7.4.1.2.1.1.3.1.1.1.3.6.1
176,0,100,14853567,5082208752575059291252576835393,1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.3.1.1.1.1.3.1.1.1.1.1.1.1.1.1.2.1.1.2.3.2.1.1.1.1.1.5.3.1.2.1.1.2.2.2.1.1.3.5.1.5.1.2.1.2.2.2.1.3
177,0,100,14331839,7710858590282000917578985459009,1.1.1.1.1.2.1.3.2.1.1.3.1.2.1.1.1.1.1.1.1.1.2.2.2.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.2.2.1.2.1.1.1.2.3.2.1.1.1.4.5.1.3.1.2.3.2.1.1.6
178,0,100,14669215,10234623351484993556302279460705,1.1.1.1.2.1.2.1.1.1.1.1.1.1.2.3.1.1.1.1.1.1.1.3.1.1.2.1.1.1.1.2.1.1.1.1.4.1.4.1.2.3.1.2.1.5.1.2.1.1.1.3.2.1.2.1.2.5.1.3.2.1.1.1
179,0,100,13073183,7909002575812779687110151021025,1.1.1.1.2.3.1.1.1.3.1.1.1.1.2.1.1.1.1.1.1.1.1.3.1.2.1.1.1.1.1.2.1.1.1.1.2.2.1.1.2.1.1.1.3.2.1.1.1.1.1.1.3.4.1.6.2.1.3.2.1.2.5.2
180,0,100,13492703,18844090012194359622908083338017,1.1.1.1.3.1.1.1.3.1.1.1.2.1.1.1.1.1.2.1.1.1.1.1.1.1.2.1.1.1.1.3.3.1.2.1.1.1.1.1.1.1.2.1.1.1.3.3.3.3.3.3.3.3.3.3.1.2.3.1.1.1.1.1
181,0,100,18672991,18152341031725333883070393216929,1.1.1.1.5.2.1.1.1.1.1.1.1.1.1.2.2.1.1.2.1.2.2.1.2.1.1.2.1.1.1.1.1.1.1.1.2.1.1.2.1.1.1.2.1.1.1.2.1.1.1.2.4.7.4.3.1.1.2.2.2.1.1.3
182,0,100,16642543,5879401888337619952419435879185,1.1.1.2.1.1.2.1.1.1.2.1.1.1.1.2.2.1.1.1.2.1.1.2.1.1.1.1.1.2.1.4.2.1.1.1.1.2.1.1.1.1.2.2.1.2.2.3.1.1.1.7.3.2.1.1.3.2.1.1.2.1.3.3
183,0,100,19609775,10780487253687027989084653589585,1.1.1.2.3.1.1.1.3.1.1.1.1.2.1.1.1.1.1.1.1.1.3.1.2.1.1.1.1.1.2.1.1.1.1.2.2.1.1.2.1.1.1.3.2.1.1.1.1.1.1.3.4.1.6.2.1.3.2.1.2.5.2.1
184,0,100,15465415,15196900668548034871759332186425,1.1.2.2.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.3.2.1.2.3.1.2.4.1.1.1.3.1.1.1.1.4.6.1.2.1.1.1.2.1.1.1.1.1.2.7.3.1.1.1.1.1.3.1
